id,identifier,category_id,cost,fling_power,fling_effect_id,name,short_effect,effect
630,relic-statue,24,0,30,,Relic Statue,Sell to Villa Owner 200000 Pokédollars.,Cult vendor trash.
631,relic-crown,24,0,30,,Relic Crown,Sell to Villa Owner for 300000 Pokédollars.,Cult vendor trash.
632,casteliacone,30,350,30,,Casteliacone,Cures any status ailment and confusion.,"Used on a party Pokémon
:   Cures any [status ailment]{mechanic:status-ailment} and [confusion]{mechanic:confusion}."
633,dire-hit-2,43,0,,,Dire Hit 2,Raises [critical hit]{mechanic:critical-hit} rate by two [stages]{mechanic:stage} in battle.  Wonder Launcher only.,"Used on a party Pokémon in battle
:   Raises the target's [critical hit]{mechanic:critical-hit} rate by two [stages]{mechanic:stage}.
This item can only be obtained or used via the Wonder Launcher."
634,x-speed-2,43,0,,,X Speed 2,Raises [Speed]{mechanic:speed} by two [stages]{mechanic:stage} in battle.  Wonder Launcher only.,"Used on a party Pokémon in battle
:   Raises the target's [Speed]{mechanic:speed} by two [stages]{mechanic:stage}.
This item can only be obtained or used via the Wonder Launcher."
635,x-sp-atk-2,43,0,,,X Sp. Atk 2,Raises [Special Attack]{mechanic:special-attack} by two [stages]{mechanic:stage} in battle.  Wonder Launcher only.,"Used on a party Pokémon in battle
:   Raises the target's [Special Attack]{mechanic:special-attack} by two [stages]{mechanic:stage}.
This item can only be obtained or used via the Wonder Launcher."
636,x-sp-def-2,43,0,,,X Sp. Def 2,Raises [Special Defense]{mechanic:special-defense} by two [stages]{mechanic:stage} in battle.  Wonder Launcher only.,"Used on a party Pokémon in battle
:   Raises the target's [Special Defense]{mechanic:special-defense} by two [stages]{mechanic:stage}.
This item can only be obtained or used via the Wonder Launcher."
637,x-defense-2,43,0,,,X Defense 2,Raises [Defense]{mechanic:defense} by two [stages]{mechanic:stage} in battle.  Wonder Launcher only.,"Used on a party Pokémon in battle
:   Raises the target's [Defense]{mechanic:defense} by two [stages]{mechanic:stage}.
This item can only be obtained or used via the Wonder Launcher."
638,x-attack-2,43,0,,,X Attack 2,Raises [Attack]{mechanic:attack} by two [stages]{mechanic:stage} in battle.  Wonder Launcher only.,"Used on a party Pokémon in battle
:   Raises the target's [Attack]{mechanic:attack} by two [stages]{mechanic:stage}.
This item can only be obtained or used via the Wonder Launcher."
639,x-accuracy-2,43,0,,,X Accuracy 2,Raises [accuracy]{mechanic:accuracy} by two [stages]{mechanic:stage} in battle.  Wonder Launcher only.,"Used on a party Pokémon in battle
:   Raises the target's [accuracy]{mechanic:accuracy} by two [stages]{mechanic:stage}.
This item can only be obtained or used via the Wonder Launcher."
640,x-speed-3,43,0,,,X Speed 3,Raises [Speed]{mechanic:speed} by three [stages]{mechanic:stage} in battle.  Wonder Launcher only.,"Used on a party Pokémon in battle
:   Raises the target's [Speed]{mechanic:speed} by three [stages]{mechanic:stage}.
This item can only be obtained or used via the Wonder Launcher."
641,x-sp-atk-3,43,0,,,X Sp. Atk 3,Raises [Special Attack]{mechanic:special-attack} by three [stages]{mechanic:stage} in battle.  Wonder Launcher only.,"Used on a party Pokémon in battle
:   Raises the target's [Special Attack]{mechanic:special-attack} by three [stages]{mechanic:stage}.
This item can only be obtained or used via the Wonder Launcher."
642,x-sp-def-3,43,0,,,X Sp. Def 3,Raises [Special Defense]{mechanic:special-defense} by three [stages]{mechanic:stage} in battle.  Wonder Launcher only.,"Used on a party Pokémon in battle
:   Raises the target's [Special Defense]{mechanic:special-defense} by three [stages]{mechanic:stage}.
This item can only be obtained or used via the Wonder Launcher."
643,x-defense-3,43,0,,,X Defense 3,Raises [Defense]{mechanic:defense} by three [stages]{mechanic:stage} in battle.  Wonder Launcher only.,"Used on a party Pokémon in battle
:   Raises the target's [Defense]{mechanic:defense} by three [stages]{mechanic:stage}.
This item can only be obtained or used via the Wonder Launcher."
644,x-attack-3,43,0,,,X Attack 3,Raises [Attack]{mechanic:attack} by three [stages]{mechanic:stage} in battle.  Wonder Launcher only.,"Used on a party Pokémon in battle
:   Raises the target's [Attack]{mechanic:attack} by three [stages]{mechanic:stage}.
This item can only be obtained or used via the Wonder Launcher."
645,x-accuracy-3,43,0,,,X Accuracy 3,Raises [accuracy]{mechanic:accuracy} by three [stages]{mechanic:stage} in battle.  Wonder Launcher only.,"Used on a party Pokémon in battle
:   Raises the target's [accuracy]{mechanic:accuracy} by three [stages]{mechanic:stage}.
This item can only be obtained or used via the Wonder Launcher."
646,x-speed-6,43,0,,,X Speed 6,Raises [Speed]{mechanic:speed} by six [stages]{mechanic:stage} in battle.  Wonder Launcher only.,"Used on a party Pokémon in battle
:   Raises the target's [Speed]{mechanic:speed} by six [stages]{mechanic:stage}.
This item can only be obtained or used via the Wonder Launcher."
647,x-sp-atk-6,43,0,,,X Sp. Atk 6,Raises [Special Attack]{mechanic:special-attack} by six [stages]{mechanic:stage} in battle.  Wonder Launcher only.,"Used on a party Pokémon in battle
:   Raises the target's [Special Attack]{mechanic:special-attack} by six [stages]{mechanic:stage}.
This item can only be obtained or used via the Wonder Launcher."
648,x-sp-def-6,43,0,,,X Sp. Def 6,Raises [Special Defense]{mechanic:special-defense} by six [stages]{mechanic:stage} in battle.  Wonder Launcher only.,"Used on a party Pokémon in battle
:   Raises the target's [Special Defense]{mechanic:special-defense} by six [stages]{mechanic:stage}.
This item can only be obtained or used via the Wonder Launcher."
649,x-defense-6,43,0,,,X Defense 6,Raises [Defense]{mechanic:defense} by six [stages]{mechanic:stage} in battle.  Wonder Launcher only.,"Used on a party Pokémon in battle
:   Raises the target's [Defense]{mechanic:defense} by six [stages]{mechanic:stage}.
This item can only be obtained or used via the Wonder Launcher."
650,x-attack-6,43,0,,,X Attack 6,Raises [Attack]{mechanic:attack} by six [stages]{mechanic:stage} in battle.  Wonder Launcher only.,"Used on a party Pokémon in battle
:   Raises the target's [Attack]{mechanic:attack} by six [stages]{mechanic:stage}.

This item can only be obtained or used via the Wonder Launcher."
651,x-accuracy-6,43,0,,,X Accuracy 6,Raises [accuracy]{mechanic:accuracy} by six [stages]{mechanic:stage} in battle.  Wonder Launcher only.,"Used on a party Pokémon in battle
:   Raises the target's [accuracy]{mechanic:accuracy} by six [stages]{mechanic:stage}.

This item can only be obtained or used via the Wonder Launcher."
652,ability-urge,43,0,,,Ability Urge,Forcibly activates a friendly Pokémon's ability.,"Used on a party Pokémon in battle
:   Selects another friendly Pokémon at random.  If that Pokémon's ability is normally activated by some condition—i.e., is not continuous and passive—its effect is forcibly activated.

This item can only be obtained or used via the Wonder Launcher."
653,item-drop,43,0,,,Item Drop,Forces a friendly Pokémon to drop its held item.,"Used on a party Pokémon in battle
:   Selects another friendly Pokémon at random.  If that Pokémon is holding an item, that item is removed for the duration of the battle.

This item can only be obtained or used via the Wonder Launcher."
654,item-urge,43,0,,,Item Urge,Forcibly activates a friendly Pokémon's held item.,"Used on a party Pokémon in battle
:   Selects another friendly Pokémon at random.  If that Pokémon is holding an item normally activated by some condition—i.e., not continuous and passive—its effect is forcibly activated.

This item can only be obtained or used via the Wonder Launcher."
655,reset-urge,43,0,,,Reset Urge,Resets a friendly Pokémon's stat changes.,"Used on a party Pokémon in battle
:   Selects another friendly Pokémon at random.  Removes all of that Pokémon's stat changes.

This item can only be obtained or used via the Wonder Launcher."
656,dire-hit-3,43,0,,,Dire Hit 3,Raises [critical hit]{mechanic:critical-hit} rate by three [stages]{mechanic:stage} in battle.  Wonder Launcher only.,"Used on a party Pokémon in battle
:   Raises the target's [critical hit]{mechanic:critical-hit} rate by three [stages]{mechanic:stage}.
This item can only be obtained or used via the Wonder Launcher."
657,light-stone,22,0,,,Light Stone,Summons Reshiram for the final battle against N.,Summons []{pokemon:reshiram} for the final battle against N.
658,dark-stone,22,0,,,Dark Stone,Summons Zekrom for the final battle against N.,Summons []{pokemon:zekrom} for the final battle against N.
659,tm93,37,1000,,,TM93,Teaches Wild Charge to a compatible Pokémon.,Teaches []{move:wild-charge} to a compatible Pokémon.
660,tm94,37,10000,,,TM94,Teaches Rock Smash to a compatible Pokémon.,Teaches []{move:rock-smash} to a compatible Pokémon.
661,tm95,37,1000,,,TM95,Teaches Snarl to a compatible Pokémon.,Teaches []{move:snarl} to a compatible Pokémon.
662,xtransceiver,21,0,,,Xtransceiver,Makes four-way video calls.,"Makes four-way video calls.  Used for plot advancement in-game, but also works with other players via the C-Gear."
663,god-stone,23,0,,,god stone,Unknown.  Currently unused.,Unknown.  Currently unused.
664,gram-1,22,0,,,Gram 1,Part of a sidequest to obtain []{item:tm89}.,"Give to the []{pokemon:wingull} on []{location:unova-route-13}, along with []{item:gram-2} and []{item:gram-3}, to receive []{item:tm89}."
665,gram-2,22,0,,,Gram 2,Part of a sidequest to obtain []{item:tm89}.,"Give to the []{pokemon:wingull} on []{location:unova-route-13}, along with []{item:gram-1} and []{item:gram-3}, to receive []{item:tm89}."
666,gram-3,22,0,,,Gram 3,Part of a sidequest to obtain []{item:tm89}.,"Give to the []{pokemon:wingull} on []{location:unova-route-13}, along with []{item:gram-1} and []{item:gram-2}, to receive []{item:tm89}."
668,dragon-gem,42,200,,,Dragon Gem,"Held: When the holder uses a damaging []{type:dragon}-type move, the move has 1.5× power and this item is consumed.","Held
:   When the holder uses a damaging []{type:dragon}-type move, the move has 1.5× power and this item is consumed."
669,normal-gem,42,4000,,,Normal Gem,"Held: When the holder uses a damaging []{type:normal}-type move, the move has 1.5× power and this item is consumed.","Held
:   When the holder uses a damaging []{type:normal}-type move, the move has 1.5× power and this item is consumed."
670,medal-box,21,0,,,Medal Box,Holds medals recieved in the medal rally.,
671,dna-splicers,21,0,,,DNA Splicers,"Fuses Kyurem with Reshiram or Zekrom, or splits them apart again.",
